IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.241.85.141,2082,0,false,ORD,North America,Chicago,177,0.00
54.155.133.151,2053,0,false,ORD,North America,Chicago,177,0.00
3.250.176.187,8443,0,false,ORD,North America,Chicago,177,0.00
3.248.191.77,443,0,false,ORD,North America,Chicago,177,0.00
18.200.254.130,443,0,false,ORD,North America,Chicago,177,0.00
52.16.67.104,2095,0,false,ORD,North America,Chicago,177,0.00
34.241.28.212,2087,0,false,ORD,North America,Chicago,177,0.00
13.38.136.126,8443,0,false,ORD,North America,Chicago,177,0.00
3.101.104.7,2053,0,false,ORD,North America,Chicago,177,0.00
3.250.176.187,8880,0,false,ORD,North America,Chicago,177,0.00
3.252.244.129,2083,0,false,ORD,North America,Chicago,177,0.00
3.101.104.7,2087,0,false,ORD,North America,Chicago,177,0.00
54.193.226.76,2052,0,false,ORD,North America,Chicago,177,0.00
176.34.173.91,2086,0,false,ORD,North America,Chicago,177,0.00
15.237.44.20,2087,0,false,ORD,North America,Chicago,177,0.00
3.255.234.88,2095,0,false,ORD,North America,Chicago,177,0.00
18.144.70.96,8443,0,false,ORD,North America,Chicago,177,0.00
3.255.186.47,8443,0,false,ORD,North America,Chicago,177,0.00
3.248.191.77,2053,0,false,ORD,North America,Chicago,177,0.00
54.193.226.76,8880,0,false,ORD,North America,Chicago,177,0.00
54.216.161.247,8880,0,false,ORD,North America,Chicago,177,0.00
13.57.188.204,2052,0,false,ORD,North America,Chicago,177,0.00
54.241.52.246,8080,0,false,ORD,North America,Chicago,177,0.00
13.57.56.228,2082,0,false,ORD,North America,Chicago,177,0.00
34.241.85.141,2087,0,false,ORD,North America,Chicago,177,0.00
54.193.226.76,8443,0,false,ORD,North America,Chicago,177,0.00
3.101.123.233,2096,0,false,ORD,North America,Chicago,177,0.00
3.101.104.7,8880,0,false,ORD,North America,Chicago,177,0.00
13.57.185.10,8443,0,false,ORD,North America,Chicago,177,0.00
13.57.197.14,2096,0,false,ORD,North America,Chicago,177,0.00
54.155.133.151,2086,0,false,ORD,North America,Chicago,177,0.00
13.57.185.10,80,0,false,ORD,North America,Chicago,177,0.00
18.144.11.98,2087,0,false,ORD,North America,Chicago,177,0.00
54.155.133.151,2083,0,false,ORD,North America,Chicago,177,0.00
54.155.149.171,8080,0,false,ORD,North America,Chicago,177,0.00
3.255.108.170,2052,0,false,ORD,North America,Chicago,177,0.00
34.247.55.163,80,0,false,ORD,North America,Chicago,177,0.00
18.185.104.46,2086,0,false,ORD,North America,Chicago,177,0.00
3.101.104.7,80,0,false,ORD,North America,Chicago,177,0.00
13.57.186.72,2083,0,false,ORD,North America,Chicago,177,0.00
34.241.28.212,2083,0,false,ORD,North America,Chicago,177,0.00
13.57.215.9,2096,0,false,ORD,North America,Chicago,177,0.00
13.57.197.14,80,0,false,ORD,North America,Chicago,177,0.00
34.255.116.86,2095,0,false,ORD,North America,Chicago,177,0.00
3.248.191.77,2087,0,false,ORD,North America,Chicago,177,0.00
34.255.116.86,2086,0,false,ORD,North America,Chicago,177,0.00
15.236.123.195,8443,0,false,ORD,North America,Chicago,177,0.00
3.101.90.10,8443,0,false,ORD,North America,Chicago,177,0.00
3.248.191.77,8080,0,false,ORD,North America,Chicago,177,0.00
13.57.197.14,2052,0,false,ORD,North America,Chicago,177,0.00
13.38.28.43,443,0,false,ORD,North America,Chicago,177,0.00
54.241.67.24,8443,0,false,ORD,North America,Chicago,177,0.00
18.202.233.63,2095,0,false,ORD,North America,Chicago,177,0.00
54.67.120.244,2096,0,false,ORD,North America,Chicago,177,0.00
15.237.82.226,2087,0,false,ORD,North America,Chicago,177,0.00
35.180.159.199,8880,0,false,ORD,North America,Chicago,177,0.00
13.57.186.72,2053,0,false,ORD,North America,Chicago,177,0.00
184.169.254.56,2087,0,false,ORD,North America,Chicago,177,0.00
54.241.67.24,2096,0,false,ORD,North America,Chicago,177,0.00
52.53.225.45,2052,0,false,ORD,North America,Chicago,177,0.00
18.144.11.98,8880,0,false,ORD,North America,Chicago,177,0.00
13.56.16.165,2087,0,false,ORD,North America,Chicago,177,0.00
34.255.116.86,2052,0,false,ORD,North America,Chicago,177,0.00
3.122.99.0,2086,0,false,ORD,North America,Chicago,177,0.00
13.57.27.53,2053,0,false,ORD,North America,Chicago,177,0.00
3.101.104.7,2083,0,false,ORD,North America,Chicago,177,0.00
54.246.250.114,2052,0,false,ORD,North America,Chicago,177,0.00
3.101.27.191,8080,0,false,ORD,North America,Chicago,177,0.00
34.241.28.212,2095,0,false,ORD,North America,Chicago,177,0.00
35.180.188.167,2082,0,false,ORD,North America,Chicago,177,0.00
3.248.191.77,8443,0,false,ORD,North America,Chicago,177,0.00
54.155.149.171,80,0,false,ORD,North America,Chicago,177,0.00
18.203.243.192,2052,0,false,ORD,North America,Chicago,177,0.00
3.101.123.233,80,0,false,ORD,North America,Chicago,177,0.00
15.236.60.100,2086,0,false,ORD,North America,Chicago,177,0.00
13.56.16.165,2053,0,false,ORD,North America,Chicago,177,0.00
34.241.28.212,8080,0,false,ORD,North America,Chicago,177,0.00
18.203.243.192,8080,0,false,ORD,North America,Chicago,177,0.00
34.241.85.141,2086,0,false,ORD,North America,Chicago,177,0.00
52.16.67.104,443,0,false,ORD,North America,Chicago,177,0.00
3.252.244.129,8880,0,false,ORD,North America,Chicago,177,0.00
13.57.185.10,8080,0,false,ORD,North America,Chicago,177,0.00
18.144.70.96,2052,0,false,ORD,North America,Chicago,177,0.00
18.144.70.96,80,0,false,ORD,North America,Chicago,177,0.00
35.180.231.175,2053,0,false,ORD,North America,Chicago,177,0.00
54.241.67.24,443,0,false,ORD,North America,Chicago,177,0.00
15.236.123.195,2095,0,false,ORD,North America,Chicago,177,0.00
18.144.70.96,2096,0,false,ORD,North America,Chicago,177,0.00
63.33.57.157,2086,0,false,ORD,North America,Chicago,177,0.00
52.16.67.104,8880,0,false,ORD,North America,Chicago,177,0.00
3.101.123.233,8443,0,false,ORD,North America,Chicago,177,0.00
3.101.90.10,2086,0,false,ORD,North America,Chicago,177,0.00
34.241.85.141,80,0,false,ORD,North America,Chicago,177,0.00
34.241.28.212,443,0,false,ORD,North America,Chicago,177,0.00
15.237.107.81,80,0,false,ORD,North America,Chicago,177,0.00
176.34.173.91,2087,0,false,ORD,North America,Chicago,177,0.00
54.219.10.230,8880,0,false,ORD,North America,Chicago,177,0.00
15.236.60.100,80,0,false,ORD,North America,Chicago,177,0.00
18.170.47.104,443,0,false,ORD,North America,Chicago,177,0.00
13.38.28.43,8443,0,false,ORD,North America,Chicago,177,0.00
3.101.90.10,8080,0,false,ORD,North America,Chicago,177,0.00
3.101.27.191,2087,0,false,ORD,North America,Chicago,177,0.00
15.237.150.110,2096,0,false,ORD,North America,Chicago,177,0.00
15.237.150.110,2082,0,false,ORD,North America,Chicago,177,0.00
54.246.250.114,2083,0,false,ORD,North America,Chicago,177,0.00
54.193.226.76,2053,0,false,ORD,North America,Chicago,177,0.00
52.53.225.45,443,0,false,ORD,North America,Chicago,177,0.00
54.215.254.63,2095,0,false,ORD,North America,Chicago,177,0.00
54.241.52.246,8443,0,false,ORD,North America,Chicago,177,0.00
54.74.148.35,2083,0,false,ORD,North America,Chicago,177,0.00
18.203.243.192,2087,0,false,ORD,North America,Chicago,177,0.00
15.237.109.75,2052,0,false,ORD,North America,Chicago,178,0.00
3.248.191.77,2052,0,false,ORD,North America,Chicago,178,0.00
52.16.67.104,2082,0,false,ORD,North America,Chicago,178,0.00
54.155.149.171,8880,0,false,ORD,North America,Chicago,178,0.00
18.184.112.108,2052,0,false,ORD,North America,Chicago,178,0.00
54.193.99.180,8080,0,false,ORD,North America,Chicago,178,0.00
54.215.254.63,2096,0,false,ORD,North America,Chicago,178,0.00
3.101.27.191,2096,0,false,ORD,North America,Chicago,178,0.00
52.16.67.104,8443,0,false,ORD,North America,Chicago,178,0.00
176.34.173.91,443,0,false,ORD,North America,Chicago,178,0.00
54.193.226.76,2087,0,false,ORD,North America,Chicago,178,0.00
52.16.67.104,80,0,false,ORD,North America,Chicago,178,0.00
63.33.57.157,8080,0,false,ORD,North America,Chicago,178,0.00
63.33.67.95,8080,0,false,ORD,North America,Chicago,178,0.00
54.74.148.35,443,0,false,ORD,North America,Chicago,178,0.00
18.159.137.214,2083,80,false,FRA,Europe,Frankfurt,178,0.00
3.101.104.7,8080,0,false,ORD,North America,Chicago,178,0.00
54.193.226.76,8080,0,false,ORD,North America,Chicago,178,0.00
3.101.27.191,443,0,false,ORD,North America,Chicago,178,0.00
13.57.185.10,2095,0,false,ORD,North America,Chicago,178,0.00
3.248.191.77,2083,0,false,ORD,North America,Chicago,178,0.00
63.33.67.95,443,0,false,ORD,North America,Chicago,178,0.00
54.155.149.171,2053,0,false,ORD,North America,Chicago,178,0.00
13.57.188.204,2096,0,false,ORD,North America,Chicago,178,0.00
18.195.204.154,8880,0,false,ORD,North America,Chicago,178,0.00
18.144.31.130,8443,0,false,ORD,North America,Chicago,178,0.00
54.215.56.174,2095,0,false,ORD,North America,Chicago,178,0.00
34.241.28.212,8880,0,false,ORD,North America,Chicago,178,0.00
3.101.27.191,8880,0,false,ORD,North America,Chicago,178,0.00
18.144.11.98,2053,0,false,ORD,North America,Chicago,178,0.00
13.57.197.14,2053,0,false,ORD,North America,Chicago,178,0.00
54.193.226.76,443,0,false,ORD,North America,Chicago,178,0.00
13.57.197.14,2095,0,false,ORD,North America,Chicago,178,0.00
54.215.56.174,8880,0,false,ORD,North America,Chicago,178,0.00
54.215.56.174,2083,0,false,ORD,North America,Chicago,178,0.00
54.246.250.114,2087,0,false,ORD,North America,Chicago,178,0.00
18.195.204.154,2082,0,false,ORD,North America,Chicago,178,0.00
34.241.28.212,8443,0,false,ORD,North America,Chicago,178,0.00
13.57.197.14,2086,0,false,ORD,North America,Chicago,178,0.00
13.56.139.30,80,0,false,ORD,North America,Chicago,178,0.00
54.151.58.45,8443,0,false,ORD,North America,Chicago,178,0.00
54.67.120.244,2053,0,false,ORD,North America,Chicago,178,0.00
54.246.250.114,2082,0,false,ORD,North America,Chicago,178,0.00
54.241.67.24,8880,0,false,ORD,North America,Chicago,178,0.00
13.57.186.72,2095,0,false,ORD,North America,Chicago,178,0.00
52.29.167.230,2087,0,false,ORD,North America,Chicago,178,0.00
3.101.27.191,2095,0,false,ORD,North America,Chicago,178,0.00
35.180.27.158,2083,0,false,ORD,North America,Chicago,178,0.00
13.56.139.30,8443,0,false,ORD,North America,Chicago,178,0.00
18.144.70.96,443,0,false,ORD,North America,Chicago,178,0.00
63.33.57.157,80,0,false,ORD,North America,Chicago,178,0.00
54.67.120.244,2082,0,false,ORD,North America,Chicago,178,0.00
13.57.185.10,8880,0,false,ORD,North America,Chicago,178,0.00
3.101.104.7,2096,0,false,ORD,North America,Chicago,178,0.00
54.241.67.24,2087,0,false,ORD,North America,Chicago,178,0.00
52.53.178.115,2087,0,false,ORD,North America,Chicago,178,0.00
54.74.148.35,2052,0,false,ORD,North America,Chicago,178,0.00
3.101.123.233,8080,0,false,ORD,North America,Chicago,178,0.00
54.215.56.174,2082,0,false,ORD,North America,Chicago,178,0.00
54.241.67.24,2052,0,false,ORD,North America,Chicago,178,0.00
18.144.31.130,2095,0,false,ORD,North America,Chicago,178,0.00
34.244.33.144,8080,0,false,ORD,North America,Chicago,178,0.00
54.177.138.192,8080,0,false,ORD,North America,Chicago,178,0.00
13.56.139.30,2053,0,false,ORD,North America,Chicago,178,0.00
54.193.226.76,2082,0,false,ORD,North America,Chicago,178,0.00
54.215.254.63,2052,0,false,ORD,North America,Chicago,178,0.00
3.122.99.0,80,0,false,ORD,North America,Chicago,178,0.00
13.57.185.10,2082,0,false,ORD,North America,Chicago,178,0.00
34.255.116.86,2087,0,false,ORD,North America,Chicago,178,0.00
13.56.139.30,2052,0,false,ORD,North America,Chicago,178,0.00
54.74.148.35,2086,0,false,ORD,North America,Chicago,178,0.00
54.67.120.244,8080,0,false,ORD,North America,Chicago,178,0.00
3.255.234.88,2082,0,false,ORD,North America,Chicago,178,0.00
13.57.27.53,2052,0,false,ORD,North America,Chicago,178,0.00
54.246.250.114,443,0,false,ORD,North America,Chicago,178,0.00
54.241.67.24,2095,0,false,ORD,North America,Chicago,178,0.00
54.215.254.63,2082,0,false,ORD,North America,Chicago,178,0.00
3.101.123.233,2087,0,false,ORD,North America,Chicago,178,0.00
184.169.254.56,8880,0,false,ORD,North America,Chicago,178,0.00
52.53.178.115,2053,0,false,ORD,North America,Chicago,178,0.00
18.144.31.130,2096,0,false,ORD,North America,Chicago,178,0.00
18.144.31.130,2053,0,false,ORD,North America,Chicago,178,0.00
34.244.146.104,80,0,false,ORD,North America,Chicago,178,0.00
3.101.123.233,2095,0,false,ORD,North America,Chicago,178,0.00
18.144.31.130,2083,0,false,ORD,North America,Chicago,178,0.00
184.169.254.56,8080,0,false,ORD,North America,Chicago,178,0.00
34.255.116.86,80,0,false,ORD,North America,Chicago,178,0.00
54.151.58.45,2095,0,false,ORD,North America,Chicago,178,0.00
184.169.254.56,2095,0,false,ORD,North America,Chicago,178,0.00
13.56.139.30,2087,0,false,ORD,North America,Chicago,178,0.00
3.121.232.108,2095,0,false,ORD,North America,Chicago,178,0.00
3.248.191.77,80,0,false,ORD,North America,Chicago,178,0.00
3.250.176.187,2082,0,false,ORD,North America,Chicago,178,0.00
18.202.233.63,8080,0,false,ORD,North America,Chicago,178,0.00
54.216.161.247,2082,0,false,ORD,North America,Chicago,178,0.00
34.255.116.86,2053,0,false,ORD,North America,Chicago,178,0.00
54.241.52.246,2052,0,false,ORD,North America,Chicago,178,0.00
54.155.133.151,2095,0,false,ORD,North America,Chicago,178,0.00
54.155.149.171,2095,0,false,ORD,North America,Chicago,178,0.00
184.169.254.56,443,0,false,ORD,North America,Chicago,178,0.00
18.202.233.63,2096,0,false,ORD,North America,Chicago,178,0.00
52.53.225.45,2083,0,false,ORD,North America,Chicago,178,0.00
54.151.58.45,80,0,false,ORD,North America,Chicago,178,0.00
3.101.90.10,2052,0,false,ORD,North America,Chicago,178,0.00
3.101.27.191,2052,0,false,ORD,North America,Chicago,178,0.00
18.157.161.173,2082,0,false,ORD,North America,Chicago,178,0.00
35.158.130.210,2053,0,false,ORD,North America,Chicago,178,0.00
52.53.178.115,2052,0,false,ORD,North America,Chicago,178,0.00
54.215.56.174,2052,0,false,ORD,North America,Chicago,178,0.00
18.203.243.192,2095,0,false,ORD,North America,Chicago,178,0.00
18.144.31.130,443,0,false,ORD,North America,Chicago,178,0.00
54.241.67.24,2083,0,false,ORD,North America,Chicago,178,0.00
34.255.116.86,8880,0,false,ORD,North America,Chicago,178,0.00
52.53.178.115,443,0,false,ORD,North America,Chicago,178,0.00
3.250.176.187,2096,0,false,ORD,North America,Chicago,178,0.00
3.101.27.191,2082,0,false,ORD,North America,Chicago,178,0.00
54.151.58.45,2096,0,false,ORD,North America,Chicago,178,0.00
54.67.120.244,8880,0,false,ORD,North America,Chicago,178,0.00
54.151.58.45,8880,0,false,ORD,North America,Chicago,178,0.00
54.74.148.35,80,0,false,ORD,North America,Chicago,178,0.00
18.144.31.130,8880,0,false,ORD,North America,Chicago,178,0.00
52.29.167.230,2095,0,false,ORD,North America,Chicago,178,0.00
52.16.67.104,8080,0,false,ORD,North America,Chicago,178,0.00
3.250.176.187,80,0,false,ORD,North America,Chicago,178,0.00
34.244.146.104,443,0,false,ORD,North America,Chicago,178,0.00
3.73.162.148,2053,0,false,ORD,North America,Chicago,178,0.00
54.171.49.76,2087,0,false,ORD,North America,Chicago,178,0.00
3.252.244.129,2086,0,false,ORD,North America,Chicago,178,0.00
3.101.27.191,8443,0,false,ORD,North America,Chicago,178,0.00
3.252.244.129,2053,0,false,ORD,North America,Chicago,178,0.00
52.53.225.45,2082,0,false,ORD,North America,Chicago,178,0.00
34.241.28.212,2052,0,false,ORD,North America,Chicago,178,0.00
54.151.58.45,443,0,false,ORD,North America,Chicago,178,0.00
54.74.148.35,2095,0,false,ORD,North America,Chicago,178,0.00
52.53.178.115,2096,0,false,ORD,North America,Chicago,178,0.00
3.68.66.76,2096,0,false,ORD,North America,Chicago,178,0.00
3.248.191.77,2086,0,false,ORD,North America,Chicago,178,0.00
13.56.139.30,2083,0,false,ORD,North America,Chicago,178,0.00
35.158.130.210,80,0,false,ORD,North America,Chicago,178,0.00
52.53.178.115,2083,0,false,ORD,North America,Chicago,178,0.00
13.57.188.204,8443,0,false,ORD,North America,Chicago,178,0.00
18.202.233.63,2052,0,false,ORD,North America,Chicago,178,0.00
18.203.243.192,2053,0,false,ORD,North America,Chicago,178,0.00
176.34.173.91,8443,0,false,ORD,North America,Chicago,178,0.00
18.202.233.63,443,0,false,ORD,North America,Chicago,178,0.00
34.241.28.212,2082,0,false,ORD,North America,Chicago,178,0.00
3.79.42.131,2083,0,false,ORD,North America,Chicago,178,0.00
18.203.243.192,443,0,false,ORD,North America,Chicago,178,0.00
34.241.28.212,2053,0,false,ORD,North America,Chicago,179,0.00
52.53.225.45,8080,0,false,ORD,North America,Chicago,179,0.00
54.74.148.35,2087,0,false,ORD,North America,Chicago,179,0.00
54.246.250.114,2096,0,false,ORD,North America,Chicago,179,0.00
52.29.167.230,8880,0,false,ORD,North America,Chicago,179,0.00
3.255.226.20,2086,0,false,ORD,North America,Chicago,179,0.00
54.74.148.35,2053,0,false,ORD,North America,Chicago,179,0.00
63.33.57.157,8443,0,false,ORD,North America,Chicago,179,0.00
52.16.67.104,2053,0,false,ORD,North America,Chicago,179,0.00
63.33.67.95,2052,0,false,ORD,North America,Chicago,179,0.00
3.79.42.131,2052,0,false,ORD,North America,Chicago,179,0.00
3.255.234.88,2053,0,false,ORD,North America,Chicago,179,0.00
54.74.148.35,2096,0,false,ORD,North America,Chicago,179,0.00
15.237.84.29,2083,0,false,ORD,North America,Chicago,179,0.00
54.246.250.114,8080,0,false,ORD,North America,Chicago,179,0.00
52.53.225.45,80,0,false,ORD,North America,Chicago,179,0.00
3.250.176.187,2087,0,false,ORD,North America,Chicago,179,0.00
54.74.148.35,8880,0,false,ORD,North America,Chicago,179,0.00
54.215.254.63,8880,0,false,ORD,North America,Chicago,179,0.00
13.57.186.72,8080,0,false,ORD,North America,Chicago,179,0.00
54.246.250.114,8880,0,false,ORD,North America,Chicago,179,0.00
52.53.225.45,2095,0,false,ORD,North America,Chicago,179,0.00
63.33.67.95,2096,0,false,ORD,North America,Chicago,179,0.00
54.215.22.12,2052,0,false,ORD,North America,Chicago,179,0.00
54.215.56.174,2053,0,false,ORD,North America,Chicago,179,0.00
54.151.58.45,2082,0,false,ORD,North America,Chicago,179,0.00
34.255.116.86,2083,0,false,ORD,North America,Chicago,179,0.00
3.248.191.77,8880,0,false,ORD,North America,Chicago,179,0.00
15.236.60.100,2053,0,false,ORD,North America,Chicago,179,0.00
34.241.28.212,80,0,false,ORD,North America,Chicago,179,0.00
52.29.167.230,8080,0,false,ORD,North America,Chicago,179,0.00
52.53.178.115,8880,0,false,ORD,North America,Chicago,179,0.00
3.101.104.7,8443,0,false,ORD,North America,Chicago,179,0.00
63.33.57.157,2095,0,false,ORD,North America,Chicago,179,0.00
3.122.99.0,2096,0,false,ORD,North America,Chicago,179,0.00
54.216.161.247,2052,0,false,ORD,North America,Chicago,179,0.00
54.155.133.151,2096,0,false,ORD,North America,Chicago,179,0.00
54.219.0.80,8880,0,false,ORD,North America,Chicago,179,0.00
52.16.67.104,2086,0,false,ORD,North America,Chicago,179,0.00
18.202.233.63,8880,0,false,ORD,North America,Chicago,179,0.00
54.215.22.12,8080,0,false,ORD,North America,Chicago,179,0.00
18.195.204.154,8443,0,false,ORD,North America,Chicago,179,0.00
13.56.16.165,443,0,false,ORD,North America,Chicago,179,0.00
54.219.10.230,2083,0,false,ORD,North America,Chicago,179,0.00
35.180.60.175,443,0,false,ORD,North America,Chicago,179,0.00
3.101.123.233,2052,0,false,ORD,North America,Chicago,179,0.00
18.195.204.154,443,0,false,ORD,North America,Chicago,179,0.00
3.79.42.131,8880,0,false,ORD,North America,Chicago,179,0.00
3.69.19.9,2052,0,false,ORD,North America,Chicago,179,0.00
3.68.65.85,2053,0,false,ORD,North America,Chicago,179,0.00
52.47.89.4,8443,0,false,ORD,North America,Chicago,179,0.00
18.195.204.154,2083,0,false,ORD,North America,Chicago,179,0.00
3.121.232.108,2083,0,false,ORD,North America,Chicago,179,0.00
18.203.243.192,80,0,false,ORD,North America,Chicago,179,0.00
18.195.204.154,8080,0,false,ORD,North America,Chicago,179,0.00
3.252.244.129,8443,0,false,ORD,North America,Chicago,179,0.00
18.203.243.192,2096,0,false,ORD,North America,Chicago,179,0.00
18.157.106.177,2083,80,false,FRA,Europe,Frankfurt,179,0.00
34.247.55.163,8443,0,false,ORD,North America,Chicago,179,0.00
18.185.104.46,2052,0,false,ORD,North America,Chicago,179,0.00
3.255.226.20,443,0,false,ORD,North America,Chicago,179,0.00
54.216.161.247,8443,0,false,ORD,North America,Chicago,179,0.00
18.185.104.46,2087,0,false,ORD,North America,Chicago,179,0.00
35.180.60.175,2053,0,false,ORD,North America,Chicago,179,0.00
3.252.244.129,2082,0,false,ORD,North America,Chicago,179,0.00
3.122.99.0,2052,0,false,ORD,North America,Chicago,179,0.00
18.202.233.63,2083,0,false,ORD,North America,Chicago,179,0.00
54.219.120.108,2083,0,false,ORD,North America,Chicago,179,0.00
18.184.112.108,443,0,false,ORD,North America,Chicago,179,0.00
18.185.104.46,2096,0,false,ORD,North America,Chicago,179,0.00
52.53.178.115,8080,0,false,ORD,North America,Chicago,179,0.00
18.153.68.100,443,443,true,FRA,Europe,Frankfurt,179,0.00
63.33.67.95,2083,0,false,ORD,North America,Chicago,179,0.00
18.195.204.154,2095,0,false,ORD,North America,Chicago,179,0.00
3.252.244.129,2096,0,false,ORD,North America,Chicago,179,0.00
54.219.120.108,2086,0,false,ORD,North America,Chicago,179,0.00
54.246.250.114,2053,0,false,ORD,North America,Chicago,180,0.00
63.33.57.157,2082,0,false,ORD,North America,Chicago,180,0.00
18.203.243.192,8443,0,false,ORD,North America,Chicago,180,0.00
35.181.5.78,8880,0,false,ORD,North America,Chicago,180,0.00
3.76.198.238,2083,0,false,ORD,North America,Chicago,180,0.00
54.216.161.247,2095,0,false,ORD,North America,Chicago,180,0.00
54.155.149.171,8443,0,false,ORD,North America,Chicago,180,0.00
54.246.250.114,8443,0,false,ORD,North America,Chicago,180,0.00
63.33.67.95,8443,0,false,ORD,North America,Chicago,180,0.00
34.241.85.141,2096,0,false,ORD,North America,Chicago,180,0.00
18.195.204.154,2052,0,false,ORD,North America,Chicago,180,0.00
52.53.225.45,2053,0,false,ORD,North America,Chicago,180,0.00
34.241.85.141,8443,0,false,ORD,North America,Chicago,180,0.00
35.180.40.206,2053,0,false,ORD,North America,Chicago,180,0.00
18.157.161.173,8080,0,false,ORD,North America,Chicago,180,0.00
3.121.232.108,8880,0,false,ORD,North America,Chicago,180,0.00
34.247.55.163,2087,0,false,ORD,North America,Chicago,180,0.00
54.177.248.80,2096,0,false,ORD,North America,Chicago,180,0.00
18.157.161.173,8880,0,false,ORD,North America,Chicago,180,0.00
13.57.27.53,2095,0,false,ORD,North America,Chicago,180,0.00
3.75.154.103,2086,0,false,ORD,North America,Chicago,180,0.00
54.246.250.114,2086,0,false,ORD,North America,Chicago,180,0.00
63.33.67.95,2087,0,false,ORD,North America,Chicago,180,0.00
3.122.99.0,2082,0,false,ORD,North America,Chicago,180,0.00
54.215.254.63,443,0,false,ORD,North America,Chicago,180,0.00
63.33.67.95,2053,0,false,ORD,North America,Chicago,180,0.00
54.74.148.35,2082,0,false,ORD,North America,Chicago,180,0.00
18.203.243.192,2082,0,false,ORD,North America,Chicago,180,0.00
3.79.42.131,2096,0,false,ORD,North America,Chicago,180,0.00
54.155.149.171,2087,0,false,ORD,North America,Chicago,180,0.00
52.16.67.104,2096,0,false,ORD,North America,Chicago,180,0.00
18.203.243.192,2083,0,false,ORD,North America,Chicago,180,0.00
54.155.149.171,2086,0,false,ORD,North America,Chicago,180,0.00
34.247.55.163,2082,0,false,ORD,North America,Chicago,180,0.00
18.202.233.63,2087,0,false,ORD,North America,Chicago,180,0.00
54.216.161.247,2087,0,false,ORD,North America,Chicago,180,0.00
54.219.0.80,8443,0,false,ORD,North America,Chicago,180,0.00
3.68.118.86,2083,0,false,ORD,North America,Chicago,180,0.00
3.79.42.131,2082,0,false,ORD,North America,Chicago,180,0.00
18.195.204.154,2096,0,false,ORD,North America,Chicago,180,0.00
3.250.176.187,2095,0,false,ORD,North America,Chicago,180,0.00
54.171.49.76,8443,0,false,ORD,North America,Chicago,180,0.00
3.250.176.187,8080,0,false,ORD,North America,Chicago,180,0.00
18.202.233.63,8443,0,false,ORD,North America,Chicago,180,0.00
3.121.232.108,443,0,false,ORD,North America,Chicago,180,0.00
3.76.193.0,2082,0,false,ORD,North America,Chicago,180,0.00
3.68.65.85,2087,0,false,ORD,North America,Chicago,180,0.00
3.77.144.232,2095,0,false,ORD,North America,Chicago,180,0.00
52.29.167.230,2086,0,false,ORD,North America,Chicago,180,0.00
18.184.112.108,8880,0,false,ORD,North America,Chicago,180,0.00
18.184.112.108,2086,0,false,ORD,North America,Chicago,180,0.00
3.73.32.177,2082,0,false,ORD,North America,Chicago,180,0.00
15.237.82.226,8080,0,false,ORD,North America,Chicago,180,0.00
3.76.198.238,2096,0,false,ORD,North America,Chicago,180,0.00
34.241.85.141,2053,0,false,ORD,North America,Chicago,180,0.00
18.184.112.108,8080,0,false,ORD,North America,Chicago,180,0.00
3.121.232.108,80,0,false,ORD,North America,Chicago,180,0.00
35.180.231.175,2086,0,false,ORD,North America,Chicago,180,0.00
34.245.183.147,8880,0,false,ORD,North America,Chicago,180,0.00
18.159.105.97,80,80,false,FRA,Europe,Frankfurt,180,0.00
3.75.240.70,8443,0,false,ORD,North America,Chicago,180,0.00
3.250.176.187,2052,0,false,ORD,North America,Chicago,180,0.00
52.29.167.230,2083,0,false,ORD,North America,Chicago,180,0.00
34.241.28.212,2086,0,false,ORD,North America,Chicago,180,0.00
3.75.240.70,80,0,false,ORD,North America,Chicago,180,0.00
3.76.193.0,2096,0,false,ORD,North America,Chicago,180,0.00
3.121.232.108,2053,0,false,ORD,North America,Chicago,180,0.00
13.56.16.165,8080,0,false,ORD,North America,Chicago,180,0.00
18.184.112.108,2053,0,false,ORD,North America,Chicago,180,0.00
3.79.42.131,2095,0,false,ORD,North America,Chicago,180,0.00
3.77.144.232,2087,0,false,ORD,North America,Chicago,180,0.00
18.157.161.173,80,0,false,ORD,North America,Chicago,180,0.00
35.180.188.167,2095,0,false,ORD,North America,Chicago,180,0.00
3.122.99.0,2053,0,false,ORD,North America,Chicago,180,0.00
18.202.233.63,80,0,false,ORD,North America,Chicago,181,0.00
63.33.67.95,80,0,false,ORD,North America,Chicago,181,0.00
34.241.85.141,2083,0,false,ORD,North America,Chicago,181,0.00
3.70.208.67,2082,0,false,ORD,North America,Chicago,181,0.00
54.155.133.151,8080,0,false,ORD,North America,Chicago,181,0.00
3.79.42.131,8080,0,false,ORD,North America,Chicago,181,0.00
3.252.244.129,2052,0,false,ORD,North America,Chicago,181,0.00
3.75.154.103,2087,0,false,ORD,North America,Chicago,181,0.00
52.29.167.230,2053,0,false,ORD,North America,Chicago,181,0.00
15.237.150.110,2052,0,false,ORD,North America,Chicago,181,0.00
54.74.148.35,8443,0,false,ORD,North America,Chicago,181,0.00
13.57.27.53,2082,0,false,ORD,North America,Chicago,181,0.00
3.69.19.9,2082,0,false,ORD,North America,Chicago,181,0.00
54.219.120.119,80,0,false,ORD,North America,Chicago,181,0.00
63.33.67.95,8880,0,false,ORD,North America,Chicago,181,0.00
